gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
RAD23B,UV excision repair protein RAD23 homolog B,9,110045418,110094475,0.297683013233322,0.715432902398637,0.599571220450321,0.280806771525627,10454,313474,0.979689629992132,0.180282486446559,0.06419102342367,0.586971294444595,0.532277386395737,0.325659542036621,12.1090637304226,4.586218363317852,8,10454,313474,2234,P54727,UV excision repair protein RAD23 homolog B,9,110045418,110094475
RALB,Ras-related protein Ral-B,2,120997640,121052289,0.198909101822557,0.355513878020478,0.725721251039323,0.994310138041592,10454,318326,0.176138990089176,0.170719747210975,0.191561569714204,0.109751086759881,0.268237221604634,0.785643073021872,36.2331220245598,3.762903037285663,5,10454,318326,2236,P11234,Ras-related protein Ral-B,2,120997640,121052289
RALY,RNA-binding protein Raly,20,32581452,32696114,0.701473329894126,0.63408390495608,0.950453988817394,0.42842862350908,10454,317550,0.650839800565947,100,,0.154013960968418,,,10.676539761757,<rpy2.rinterface_lib.sexp.NULLType object at 0x7feee6712780> [RTYPES.NILSXP],5,10454,317550,2237,Q9UKM9,RNA-binding protein Raly,20,32581452,32696114
RARRES1,Retinoic acid receptor responder protein 1,3,158414681,158450485,0.534177181188549,0.229830792256866,0.974484442086382,0.698378886807216,10454,313474,0.140441210752285,0.284411123282767,0.558885051612093,0.973727616108688,0.979814534431368,0.842069717224209,194.836062857949,4.492066617396618,16,10454,313474,2243,P49788,Retinoic acid receptor responder protein 1,3,158414681,158450485
RARRES2,Retinoic acid receptor responder protein 2,7,150035408,150038763,0.004798182142358,4.68010797216589e-05,0.00150452104213716,9.01918595364037e-10,10454,312434,0.0008329504481066,0.0037538000164749,0.948493094829128,0.606500869966458,0.0005300891757855,0.0001182992512935,89.4222989655594,2.6364097059764577,9,10454,312434,2244,Q99969,Retinoic acid receptor responder protein 2,7,150035408,150038763
RASSF2,Ras association domain-containing protein 2,20,4760669,4804291,0.0364051962326502,0.126571127095973,0.132933282573142,0.887419330736126,10454,313474,0.408020468187043,0.701612001156358,0.876327055305459,0.773551582381076,0.912490064096293,0.75139062370091,15.8266505667037,2.3135581154017206,17,10454,313474,2247,P50749,Ras association domain-containing protein 2,20,4760669,4804291
RBKS,Ribokinase,2,28004231,28113965,0.255719403863572,0.703124494678236,0.154505329617086,0.0861247139003958,10454,313464,0.246819777208754,0.166783710614385,0.134406499037179,0.991354721933755,0.928457571249454,0.700123376710743,22.7963595177971,13.916111873870522,2,10454,313464,2249,Q9H477,Ribokinase,2,28004231,28113965
RBM17,Splicing factor 45,10,6130950,6159420,0.175045279445279,0.242359707900704,0.138508490787088,0.0904649851397477,10454,317463,0.164641443587478,0.343076687307235,0.647855050031428,0.0434295503745283,0.036398355295119,0.110443566558406,13.2920579842473,3.30995898216859,26,10454,317463,2250,Q96I25,Splicing factor 45,10,6130950,6159420
RBP1,Retinol-binding protein 1,3,139236276,139258671,0.627655429542402,0.76861219703139,0.761027415879951,0.653970060664047,10454,318237,0.560109059606712,0.692957960829057,0.530176185789507,0.0582555786058424,0.151743690711382,0.667308725368569,18.5305739576224,3.117190445400716,3,10454,318237,2253,P09455,Retinol-binding protein 1,3,139236276,139258671
RBP2,Retinol-binding protein 2,3,139171726,139199589,0.0319786585651015,0.150687992454792,0.335126057249304,0.157812062079665,10454,312825,0.226608685019391,0.470425840263742,0.82966815496777,0.597134134875021,0.388206711288316,0.204057634062253,37.6606771922874,2.483243544522619,3,10454,312825,2254,P50120,Retinol-binding protein 2,3,139171726,139199589
RBP5,Retinol-binding protein 5,12,7276280,7281538,0.212465505240012,0.701273097313304,0.643605548453651,0.995003925006463,10454,312825,0.6981101953852,0.565376473201358,0.319732245991847,0.0999843178063611,0.227414548898139,0.612762482493682,278.45694761958,18.386097898242795,9,10454,312825,2255,P82980,Retinol-binding protein 5,12,7276280,7281538
RBPMS2,RNA-binding protein with multiple splicing 2,15,65032091,65067786,0.0713451462109362,0.0764682967684989,0.0862779723189598,0.130254806154096,10454,318239,0.112653948834882,0.140247403824345,0.234698612216379,0.0934193767028047,0.210743449963931,0.584014430871771,23.9740432417169,2.448728024378997,2,10454,318239,2258,Q6ZRY4,RNA-binding protein with multiple splicing 2,15,65032091,65067786
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,9,36036430,36124448,0.27674180395577,0.491013130983066,0.22849654345973,0.475371544980216,10454,318239,0.570373907634169,0.847508529730396,0.924980608299632,0.0051075701751939,0.0162512549698429,0.528004776954278,28.7848728754894,5.683913160238419,19,10454,318239,2261,O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,9,36036430,36124448
REG1A,Lithostathine-1-alpha,2,79347488,79350545,0.402052264035377,0.126970688775106,0.309224066675961,0.967646353544234,10454,312844,0.292611497964939,0.534769336871189,0.704024652275194,0.405584992036046,0.584851267527734,0.537020070892512,104.150669342296,13.004354870552689,18,10454,312844,2263,P05451,Lithostathine-1-alpha,2,79347488,79350545
REG1B,Lithostathine-1-beta,2,79312156,79315145,0.82868995234269,0.355080438711596,0.619014662435739,0.422249504436835,10454,312214,0.552819113662466,0.838475110542528,0.993487366070421,0.364816624880678,0.61504880895979,0.697710942308246,135.0490463759,4.366435709980313,19,10454,312214,2264,P48304,Lithostathine-1-beta,2,79312156,79315145
REG3A,Regenerating islet-derived protein 3-alpha,2,79384132,79386879,0.141903999292967,0.893596398524694,0.678566178064547,0.88955201489766,10454,312214,0.291368083003056,0.570035160901253,0.916932798115125,0.419214589928341,0.664035849837195,0.68340048152588,65.1980606198151,6.536444939312697,17,10454,312214,2265,Q06141,Regenerating islet-derived protein 3-alpha,2,79384132,79386879
REG3G,Regenerating islet-derived protein 3-gamma,2,79252812,79255631,0.231417580815178,0.00581793798397018,0.0140812533066894,0.168967814417381,10454,317550,0.181940122030428,0.371627525851236,0.656261028592976,0.900575416204378,0.335324150774907,0.140753398762933,112.866583594643,3.610237933919658,17,10454,317550,2266,Q6UW15,Regenerating islet-derived protein 3-gamma,2,79252812,79255631
REG4,Regenerating islet-derived protein 4,1,120336641,120354283,0.349522706513828,0.0506611401380276,0.046013534869885,0.0253033846854954,10454,312609,0.56856642891507,0.768673444420704,0.653836854075985,0.111051975447363,0.0446751313061479,0.0551518819591062,64.5124829572995,2.564747287827725,10,10454,312609,2267,Q9BYZ8,Regenerating islet-derived protein 4,1,120336641,120354283
RELT,Tumor necrosis factor receptor superfamily member 19L,11,73087309,73108519,0.185706983512283,0.75419443515715,0.143354547271412,0.399846726341512,10454,312640,0.99702027223841,0.89177518590232,0.63222354632778,0.486959254692864,0.698552666496235,0.628388992030497,483.543026538704,20.976104269072483,5,10454,312640,2269,Q969Z4,Tumor necrosis factor receptor superfamily member 19L,11,73087309,73108519
REN,Renin,1,204123944,204135465,0.130604337855315,0.444160652371935,0.343457176056611,0.626733812291224,10454,312630,0.903417064731107,0.841203890886962,0.565010642496079,0.257774720504447,0.442194495691416,0.553353532831604,12.968970171474,4.242457146207507,14,10454,312630,2270,P00797,Renin,1,204123944,204135465
RET,Proto-oncogene tyrosine-protein kinase receptor Ret,10,43572475,43625799,0.31227378344778,0.239186914960947,0.765101292089223,0.28458376342539,10454,312825,0.769979682047042,0.355670958697509,0.159189426544314,0.134848163442888,0.312789118086674,0.76587354382136,222.46140883781,7.747451199219766,20,10454,312825,2273,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,10,43572475,43625799
RETN,Resistin,19,7733930,7735334,0.851080654534755,0.516129437741132,0.902404659214141,0.75061476607471,10454,312718,0.778037389490829,0.744465120961234,0.474834709533497,0.934317601812823,0.840526758958913,0.559448275614093,36.8878710875833,4.817551322504409,32,10454,312718,2274,Q9HD89,Resistin,19,7733930,7735334
RGMA,Repulsive guidance molecule A,15,93586636,93632433,0.424996562120151,0.589850523915206,0.176572601009201,0.133614003710757,10454,312346,0.760905153970063,0.48031215525151,0.241128731239411,0.609883594869987,0.753486578720695,0.580303904525734,53.1132467680027,3.232590765716061,34,10454,312346,2279,Q96B86,Repulsive guidance molecule A,15,93586636,93632433
RGMB,RGM domain family member B,5,98104354,98134347,0.317495130190132,0.319249030332621,0.960119459754507,0.198917594879939,10454,312346,0.0478936787158868,0.0661354328728339,0.217846168695531,0.544255614136322,0.798205505762843,0.773179826966525,55.1922541548491,2.017099013020226,10,10454,312346,2280,Q6NW40,RGM domain family member B,5,98104354,98134347
RHOC,Rho-related GTP-binding protein RhoC,1,113243728,113250056,0.9658761101077,0.11890068475127,0.147890657122641,0.336422816445163,10454,313139,0.104705237907046,0.0220891133220403,0.0254521569467648,0.234435008041636,0.372598974244733,0.453955253415979,20.8159844172009,3.163971788522047,8,10454,313139,2283,P08134,Rho-related GTP-binding protein RhoC,1,113243728,113250056
RIDA,2-iminobutanoate/2-iminopropanoate deaminase,8,99114572,99129469,0.838623084714365,0.0655236391660459,0.315263732890206,0.489788185073435,10454,318083,0.161494073592786,0.165456160002796,0.200609238237224,0.345842165907952,0.534145024470236,0.545455316701352,186.348590455159,2.668205291093623,11,10454,318083,2285,P52758,2-iminobutanoate/2-iminopropanoate deaminase,8,99114572,99129469
RILPL2,RILP-like protein 2,12,123899936,123921264,0.382205584805868,0.0224601365875675,0.00931375153890784,0.0486164898369567,10454,317414,0.0484225903268934,0.135015646183465,0.740540729404689,0.28663523280036,0.114495153255209,0.0736795360087673,13.2724736113917,3.23576803178122,6,10454,317414,2287,Q969X0,RILP-like protein 2,12,123899936,123921264
RLN2,Prorelaxin H2,9,5299868,5304969,0.0190370587882884,0.309994498737937,0.132477353073151,0.644155748638409,10454,318139,0.30548521026993,0.240417506205609,0.179636879535816,0.864168584762614,0.522294588018946,0.259807945486525,13.64799923824,2.9391798118444927,6,10454,318139,2290,P04090,Prorelaxin H2,9,5299868,5304969
RNASE1,Ribonuclease pancreatic,14,21269387,21271437,0.901994495171451,0.715930452744061,0.798481743093239,0.466985018877286,10454,317378,0.421567083925327,0.65399915426845,0.652008644538607,0.2839436557856,0.176580403596678,0.127733247182206,61.7831862257891,2.796502560929824,20,10454,317378,2291,P07998,Ribonuclease pancreatic,14,21269387,21271437
RNASE10,Inactive ribonuclease-like protein 10,14,20973696,20979328,0.675436599775725,0.524248160143918,0.575172114374777,0.822827282430557,10454,318239,0.26720801638352,0.0958677578709519,0.0629296332644264,0.0399140716127962,0.0963102091215911,0.498169271252131,470.857093181617,16.634942014803425,39,10454,318239,2292,Q5GAN6,Inactive ribonuclease-like protein 10,14,20973696,20979328
RNASE3,Eosinophil cationic protein,14,21359558,21360507,0.756829556941281,0.59965496097125,0.753090576612923,0.600669314278516,10454,312786,0.362079905127625,0.648796335429369,0.852342476873621,0.109883362879512,0.177206404618729,0.341448599371502,130.837409738482,6.177004358263307,13,10454,312786,2293,P12724,Eosinophil cationic protein,14,21359558,21360507
RNASE4,Ribonuclease 4,14,21152259,21168761,0.301267903263533,0.931998311671866,0.732602058109237,0.881222918737458,10454,318427,0.677717859221266,0.832494092366924,0.659648283346302,0.63139966206289,0.359392374871999,0.177729137090519,75.4538318124632,4.620245440941357,36,10454,318427,2294,P34096,Ribonuclease 4,14,21152259,21168761
RNASE6,Ribonuclease K6,14,21249210,21250626,0.71763865434615,0.760925424689235,0.0743572265654994,0.393539056663467,10454,317603,0.183433451286237,0.394195382595088,0.761257653534271,0.414475938677975,0.344690861573579,0.226249033391777,156.720678713017,2.60701318362164,24,10454,317603,2295,Q93091,Ribonuclease K6,14,21249210,21250626
RNASET2,Ribonuclease T2,6,167342992,167370679,0.966006053824282,0.18585674756838,0.758081103148546,0.916634355888723,10454,312380,0.0227093654565265,0.0418824165932074,0.282427681489984,0.208378370291907,0.450346830636468,0.909852177476904,463.672042899996,12.20740103857344,10,10454,312380,2297,O00584,Ribonuclease T2,6,167342992,167370679
RNF149,E3 ubiquitin-protein ligase RNF149,2,101887681,101925163,0.969098559103777,0.661482995787424,0.892681486069906,0.252351151344489,10454,318239,0.355058044416078,0.622998103678554,0.762704073096759,0.553331726859958,0.528147150251922,0.33606695265758,208.467243370006,3.475042370385802,7,10454,318239,2298,Q8NC42,E3 ubiquitin-protein ligase RNF149,2,101887681,101925163
RNF43,E3 ubiquitin-protein ligase RNF43,17,56429861,56494956,0.178908423701266,0.230379853172126,0.160027032906868,0.178043277596879,10454,317953,0.43196686589985,0.574116214934915,0.482892680264475,0.705764691581839,0.571157316896806,0.32278322410603,11.7109650773738,2.9479756788749927,6,10454,317953,2303,Q68DV7,E3 ubiquitin-protein ligase RNF43,17,56429861,56494956
ROBO1,Roundabout homolog 1,3,78646390,79816965,0.949816695397716,0.710930463837051,0.885847849917567,0.839808834942923,10454,312609,0.854713777835872,0.848744112520561,0.587380158731732,0.768623933977291,0.747935614934335,0.481999025123556,42.405463789851,2.3092306387215027,25,10454,312609,2305,Q9Y6N7,Roundabout homolog 1,3,78646390,79816965
ROBO2,Roundabout homolog 2,3,75955846,77699115,0.0244313322739295,0.413025565473717,0.633900200358337,0.0969302034462772,10454,312346,0.0278419993106804,0.0538875350757018,0.316327397719943,0.285968671415937,0.403610084514938,0.41092987608459,18.686921585238,3.4620839804745054,43,10454,312346,2306,Q9HCK4,Roundabout homolog 2,3,75955846,77699115
ROBO4,Roundabout homolog 4,11,124753587,124768396,0.921252354198609,0.996714932260526,0.90978758686766,0.777608695350176,10454,318239,0.757774612952343,0.427241594083203,0.205107784907825,0.424796290452793,0.702202290254966,0.791248999144761,20.5678016447944,2.9609033218231513,9,10454,318239,2307,Q8WZ75,Roundabout homolog 4,11,124753587,124768396
ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,1,64239693,64647181,0.713921763892826,0.918432985011464,0.420228883927013,0.970223728563321,10454,312630,0.284925139376309,0.276861627603603,0.232579814331958,0.859708545573306,0.952717753855131,0.797802716198699,86.8418121112486,4.59173142508603,27,10454,312630,2308,Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,1,64239693,64647181
RPE,Ribulose-phosphate 3-epimerase,2,210867289,210886300,0.503165933832416,0.950006310216331,0.661103200206893,0.771410999435918,10454,317953,0.657465125333775,0.531885802246453,0.301852081618118,0.0023253463929814,0.005928471876729,0.321503934816719,17.5334083723585,3.8905878315063656,3,10454,317953,2311,Q96AT9,Ribulose-phosphate 3-epimerase,2,210867289,210886300
RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,8,103216730,103251346,0.826488901437124,0.958055733452935,0.262993023918706,0.82358038280292,10454,313474,0.496711312836573,0.0833248614459706,0.0337392862267393,0.0589852942992881,0.163991968513535,0.822727251825652,42.3972088396272,4.03605665222842,7,10454,313474,2317,Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,8,103216730,103251346
RSPO1,R-spondin-1,1,38076951,38100595,0.296404407296375,0.709208880068284,0.768125600431425,0.487696996348397,10454,312918,0.504106522072153,0.79697642983126,0.930526964216458,0.39296295687244,0.556420607129586,0.505818267557472,43.5417939724209,5.457839792341839,20,10454,312918,2319,Q2MKA7,R-spondin-1,1,38076951,38100595
RSPO3,R-spondin-3,6,127439749,127518910,0.504084851446431,0.700313649260556,0.08538680018158,0.411989977492386,10454,312360,0.68467181375029,100,,0.132257216182537,,,99.3020721742998,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f47c49d7580> [RTYPES.NILSXP],7,10454,312360,2320,Q9BXY4,R-spondin-3,6,127439749,127518910
RTBDN,Retbindin,19,12936292,12946242,0.0952837432670384,0.472222089891831,0.806694411390068,0.779296182337394,10454,312825,0.676811271063035,0.871376795068853,0.749885251069973,0.494946536396055,0.667026124847462,0.557473712060069,70.4065646891898,3.090042330836108,3,10454,312825,2321,Q9BSG5,Retbindin,19,12936292,12946242
RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",6,107018903,107077373,0.505086497711197,0.821269291439248,0.461504507066988,0.930164936454533,10454,317463,0.650093961304497,0.898372965655375,0.926251695297549,0.328741752583176,0.0326523798519568,0.0152286629399479,22.3768488313625,3.846483797627007,11,10454,317463,2323,Q8WWV3,"Reticulon-4-interacting protein 1, mitochondrial",6,107018903,107077373
RTN4R,Reticulon-4 receptor,22,20228938,20270769,0.920476574235639,0.915940557233843,0.983336066248025,0.380915179969931,10454,312360,0.888831037451076,0.113886295139651,0.0375483814201495,0.303430728778744,0.144825844974984,0.0939480855645753,152.29255564422,5.310038382661814,21,10454,312360,2324,Q9BZR6,Reticulon-4 receptor,22,20228938,20270769
RWDD1,RWD domain-containing protein 1,6,116892530,116918838,0.937740263349642,0.79425608630319,0.61914831372481,0.925926077685588,10454,312346,0.754934003181839,0.214275161092669,0.0841213994588073,0.600499059943667,0.125546165633671,0.0489836364977242,36.4237723207094,7.305428681086595,6,10454,312346,2326,Q9H446,RWD domain-containing protein 1,6,116892530,116918838
S100A11,Protein S100-A11,1,152004982,152020383,0.585963489049408,0.726036398275015,0.777169856559772,0.722543109331508,10454,312901,0.705505446473883,0.914971261312101,0.851758001807431,0.927209893413944,0.635264531443215,0.343028447008906,54.2016211020049,2.156237412181188,2,10454,312901,2328,P31949,Protein S100-A11,1,152004982,152020383
S100A12,Protein S100-A12,1,153346184,153348125,0.926568931306958,0.953228745595436,0.24988426361497,0.212235758883249,10454,313144,0.790770471946599,0.684072666547574,0.406517280187964,0.0607252323033965,0.0759018710723751,0.200440058602029,182.120981227095,10.54095360272025,6,10454,313144,2329,P80511,Protein S100-A12,1,153346184,153348125
S100A13,Protein S100-A13,1,153591263,153606568,0.359618852542065,0.260646913812469,0.159108412084061,0.218603965126146,10454,318326,0.647955018349158,0.747814933002323,0.541534274859205,0.484153876697822,0.626179036892182,0.503884440782592,58.8946183832814,6.30609462678433,5,10454,318326,2330,Q99584,Protein S100-A13,1,153591263,153606568
S100A14,Protein S100-A14,1,153586731,153589462,0.896846341864284,0.255789805165382,0.526464190967226,0.220706988977943,10454,317463,0.582426978343931,0.772819340651766,0.644350956782085,0.744901875214032,0.943448486241072,0.918143312862812,144.887923464572,20.72912282552391,3,10454,317463,2331,Q9HCY8,Protein S100-A14,1,153586731,153589462
S100A16,Protein S100-A16,1,153579362,153585621,0.743523064708063,0.611782836980219,0.496971232095068,0.528199905369471,10454,313577,0.525515816830937,0.279154366793362,0.142677431308512,0.637365875771938,0.893592919620606,0.95775064293414,41.8398662218354,2.6200737090982824,3,10454,313577,2332,Q96FQ6,Protein S100-A16,1,153579362,153585621
S100A4,Protein S100-A4,1,153516089,153522612,0.145365179712659,0.914129291497945,0.944083672613787,0.868600610317744,10454,312549,0.863996637137687,0.786498943302739,0.501875741667577,0.51632637722091,0.360126498717551,0.202900471933382,39.2315637080145,5.899489515587452,11,10454,312549,2334,P26447,Protein S100-A4,1,153516089,153522612
S100P,Protein S100-P,4,6694796,6698897,0.465275103049156,0.964701610364445,0.917005278920829,0.945939732207923,10454,313327,0.353212858444435,0.145320634272235,0.0834887949944414,0.634268029575181,0.124573394350769,0.0471676761954766,22.873032289775,3.870586907093369,28,10454,313327,2336,P25815,Protein S100-P,4,6694796,6698897
SAA4,Serum amyloid A-4 protein,11,18252896,18258440,0.0926518505013372,0.432641494359777,0.736064653778021,0.607482160118838,10454,317354,0.125275274074933,0.308415651731123,0.959100727617211,0.444953962494613,0.638597497236817,0.575547298635697,25.1549487273176,2.0184323196767813,11,10454,317354,2337,P35542,Serum amyloid A-4 protein,11,18252896,18258440
SAMD9L,Sterile alpha motif domain-containing protein 9-like,7,92759368,92777682,0.812350321923761,0.290256600096039,0.376261394041898,0.605053447846037,10454,312713,0.44456020396433,0.0692883978896314,0.029225645780996,0.536465861560643,0.812678693946293,0.856477851001186,209.912391170694,22.746963527567427,7,10454,312713,2340,Q8IVG5,Sterile alpha motif domain-containing protein 9-like,7,92759368,92777682
SAT2,Thialysine N-epsilon-acetyltransferase,17,7529552,7531194,0.756713216243978,0.907890320335873,0.817117664523023,0.955131687801446,10454,317953,0.048699026320493,0.0059184491610713,0.0115833970816003,0.332987257328236,0.0299607766248818,0.0136838546326002,236.859100861945,21.504495935869066,16,10454,317953,2345,Q96F10,Thialysine N-epsilon-acetyltransferase,17,7529552,7531194
SBSN,Suprabasin,19,36014269,36019253,0.30821557198608,0.842960132479527,0.912802562641808,0.969224796179859,10454,317482,0.78701642689472,0.929881342089015,0.787880173435057,0.833043896236395,0.113490494269526,0.0379418004930938,332.811278046595,12.32237258003099,17,10454,317482,2347,Q6UWP8,Suprabasin,19,36014269,36019253
SCAMP3,Secretory carrier-associated membrane protein 3,1,155225770,155232221,0.0169696401483599,0.000860341196999959,0.000999062573018961,0.00179433291254838,10454,312825,0.0010554508084961,100,,0.0095432203161209,,,53.1435622921089,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fc095864640> [RTYPES.NILSXP],2,10454,312825,2348,O14828,Secretory carrier-associated membrane protein 3,1,155225770,155232221
SCARA5,Scavenger receptor class A member 5,8,27727399,27850244,0.494686494831704,0.666449892579671,0.286072891865986,0.996259518998014,10454,312346,0.320498564986156,0.607685511526858,0.923044353292689,0.232583841675103,0.0607385388710447,0.040967481299061,141.29523300972,3.9390758759948037,24,10454,312346,2349,Q6ZMJ2,Scavenger receptor class A member 5,8,27727399,27850244
SCARB2,Lysosome membrane protein 2,4,77079890,77135046,0.1795781839635,0.983347349844667,0.857451809793482,0.699669969425131,10454,313562,0.343247856496414,0.327804773487779,0.248380443902376,0.326094951759333,0.0162318655262555,0.0069835139238836,113.040545535761,2.4165876372842705,13,10454,313562,2351,Q14108,Lysosome membrane protein 2,4,77079890,77135046
SCARF1,Scavenger receptor class F member 1,17,1537152,1549041,0.0144885390689491,0.164167786283292,0.139802015649098,0.00195216885929173,10454,312214,0.0004384954643531,0.0019638768709208,0.745116793759962,0.0936315279467679,0.216421200128159,0.616892653544181,87.6161112023578,4.142812870938106,17,10454,312214,2352,Q14162,Scavenger receptor class F member 1,17,1537152,1549041
SCARF2,Scavenger receptor class F member 2,22,20778874,20792146,0.613063282463752,0.442876711938734,0.845595805303424,0.771459946061991,10454,312346,0.435582052972834,0.155297503625754,0.0774882604868567,0.0225830496347059,0.0461640229362406,0.329510562779256,216.547310879281,3.573006617217019,13,10454,312346,2353,Q96GP6,Scavenger receptor class F member 2,22,20778874,20792146
SCG2,Secretogranin-2,2,224461658,224467221,0.0047583765058386,0.0448528385546665,0.0103640283409043,0.0208790940510826,10454,312528,0.0068486673895794,0.0068486673895865,,0.682759676891157,0.70851506124297,,11.1435254088062,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fc095864640> [RTYPES.NILSXP],3,10454,312528,2354,P13521,Secretogranin-2,2,224461658,224467221
SCG3,Secretogranin-3,15,51973550,52013223,0.545332552253442,0.047354408551358,0.033359943844819,0.053403648581172,10454,312609,0.101187275578236,0.195132168765456,0.445714407131096,0.15216581421196,0.198335150980786,0.276301647488505,2612.39471099978,290.64107177204585,4,10454,312609,2355,Q8WXD2,Secretogranin-3,15,51973550,52013223
SCGB1A1,Uteroglobin,11,62172575,62190667,0.169513024624629,0.00533194167333484,0.916030437781228,0.796951109072815,10454,312622,0.566925564849402,0.442545255997527,0.253752587357146,0.805413573665904,0.346896610298275,0.151531381970278,298.230372168148,53.34625994154815,10,10454,312622,2356,P11684,Uteroglobin,11,62172575,62190667
SCGB3A1,Secretoglobin family 3A member 1,5,180017103,180018540,0.676280463586103,0.166530069909024,0.216492728361581,0.0321361384427901,10454,318083,0.549515770654337,0.736575002946546,0.614755330022847,0.295027535143143,0.309471340370968,0.263697071154276,23.0219872338253,3.9146232686290774,17,10454,318083,2358,Q96QR1,Secretoglobin family 3A member 1,5,180017103,180018540
SCGB3A2,Secretoglobin family 3A member 2,5,147250245,147261754,0.0805500194963462,0.0463311740136277,0.00215247524066836,0.955595282502677,10454,312549,0.0580760429876358,0.0440244454892976,0.103252531087122,0.374442937616457,0.0206937547014488,0.0083027981594294,53.1058324830956,3.809089041701739,13,10454,312549,2359,Q96PL1,Secretoglobin family 3A member 2,5,147250245,147261754
SCGN,Secretagogin,6,25652464,25702011,0.802651890480891,0.970618940278687,0.178407618563257,0.435398503990107,10454,313327,0.162492757431226,0.356237464616689,0.736160630339665,0.231036951421753,0.349048726791634,0.412834614332909,34.8045509704983,2.8962381347493706,7,10454,313327,2360,O76038,Secretagogin,6,25652464,25702011
SCLY,Selenocysteine lyase,2,238969530,239008054,0.0287426558255812,0.165450017284676,0.0419104888901625,0.346686903245607,10454,312471,0.0569308877909419,0.0053248367364546,0.0088840872894849,0.858936087144107,0.944924370488641,0.77498899253718,70.8136212355709,2.17301146468551,11,10454,312471,2362,Q96I15,Selenocysteine lyase,2,238969530,239008054
SCN4B,Sodium channel subunit beta-4,11,118004092,118023603,0.567544912053408,0.225471470674935,0.44504711534107,0.101031490157547,10454,318239,0.749145947460797,0.887681469618465,0.712257149957957,0.0418955878822309,0.0741019132770176,0.302028691055271,709.733836707964,24.869937741386995,19,10454,318239,2367,Q8IWT1,Sodium channel subunit beta-4,11,118004092,118023603
SCPEP1,Retinoid-inducible serine carboxypeptidase,17,55055466,55084129,0.887298111936578,0.529930897534419,0.148053239823601,0.361881140925766,10454,318351,0.544104467547858,0.679747799118036,0.524989779844152,0.823056171008237,0.969347514280837,0.911833881284031,206.587919352251,28.70952194899288,12,10454,318351,2369,Q9HB40,Retinoid-inducible serine carboxypeptidase,17,55055466,55084129
SCRG1,Scrapie-responsive protein 1,4,174305852,174327531,0.361821477816293,0.0866353760500158,0.124274059589935,0.032114906800694,10454,317414,0.017300021524707,0.056875248694095,0.793711561827181,0.302328814036328,0.149120192521374,0.0977357000183365,60.1894992190722,4.339215075448307,5,10454,317414,2370,O75711,Scrapie-responsive protein 1,4,174305852,174327531
SCRN1,Secernin-1,7,29959719,30029905,0.156983552933127,0.183879263736148,0.0636708313924646,0.0485452244547644,10454,312713,0.0307161840982058,0.0469751734567925,0.228902020232918,0.064465683128041,0.0797083629251398,0.200302840540632,23.9949910580429,5.587788106926396,13,10454,312713,2372,Q12765,Secernin-1,7,29959719,30029905
SDC1,Syndecan-1,2,20400558,20425194,0.108131264929454,0.310266429099595,0.121842948268093,0.148740490875039,10454,312630,0.097252397922331,0.092889050659673,0.157019150692094,0.862334229284393,0.0753882342182459,0.0233788819014937,36.6593852293257,4.166824540830032,14,10454,312630,2374,P18827,Syndecan-1,2,20400558,20425194
SDC4,Syndecan-4,20,43953928,43977064,0.410624573268272,0.570408337448506,0.942966844279602,0.374779198490504,10454,312630,0.680187743088087,0.91704371952761,0.954234171403204,0.673664606696176,0.915045413236965,0.988216944765367,111.293250693333,2.3314242246293517,9,10454,312630,2375,P31431,Syndecan-4,20,43953928,43977064
SDCCAG8,Serologically defined colon cancer antigen 8,1,243419320,243663394,0.0173513389121587,0.163780601796779,0.303749521688122,0.275087509223186,10454,317550,0.371427421476997,0.259607100404261,0.168275913198414,0.0427578737495982,0.107020847774167,0.546006679073111,128.921681066004,3.1915325960260583,6,10454,317550,2376,Q86SQ7,Serologically defined colon cancer antigen 8,1,243419320,243663394
SDK2,Protein sidekick-2,17,71330523,71640228,0.0812711955472394,0.973363609050628,0.498098408201047,0.096732831282513,10454,318083,0.243970025045856,0.393541672044862,0.476149070464157,0.664726724903099,0.194194313670634,0.0787769915978712,68.9033315491287,5.081538287388233,48,10454,318083,2378,Q58EX2,Protein sidekick-2,17,71330523,71640228
