gene_names,pg_adsp,pg_adsp.1,pg_adsp.2,pnl_adsp,pnl_adsp.1,pnl_adsp.2,pg_ukb,pg_ukb.1,pg_ukb.2,pnl_ukb,pnl_ukb.1,pnl_ukb.2,adsp_size,ukb_size,ukb_prot_sample_size,gene_ind,protein_name,gene_name,pg_adsp_combined,pnl_adsp_combined,pg_ukb_combined,pnl_ukb_combined
Q86YD3,0.872171135045446,0.1122140418617718,0.9837141271171634,0.7309787310937229,0.1602474426254549,0.9157456778029374,0.8836455682417714,0.9143151335703432,0.9798396454181264,0.9284248307824514,0.8684768830585805,0.9332325546875884,10454.0,317463.0,36701.0,2704.0,Transmembrane protein 25,TMEM25,0.9505737382327342,0.7367889322536259,0.9568703692468614,0.9177475402521762
Q86Z14,0.6507743490688618,0.2183793311703854,0.522419859730036,0.8087747752037462,0.1688914948780337,0.6332344548061362,0.9389705979910884,0.0238152760180931,0.0027484484728902,0.8039306859976432,0.3046992918476751,0.0500967486071476,10454.0,313518.0,41494.0,1509.0,Beta-klotho,KLB,0.43327373146995074,0.5211650461455847,0.007699497901996866,0.15671741386088722
Q8IU54,0.8798039656201955,0.6929879973947803,0.8191356618024745,0.9595440685622814,0.7653176659082839,0.8607504588825924,0.948256732636664,0.5319889524546016,0.8188462450385048,0.96446673096384,0.5302460254854261,0.8153287641883733,10454.0,313518.0,41494.0,1332.0,Interferon lambda-1,IFNL1,0.8216218694560247,0.9157243650408783,0.8825957801631479,0.9117490257670106
Q8IU57,0.2991798086224052,0.6219272282590043,0.6719327068938272,0.3048617370027225,0.3765673307187041,0.6714254457285449,0.6388286893741169,0.2738224986530727,0.1843914000245372,0.93503014864416,0.7100149450463878,0.4718268703446623,10454.0,312713.0,42415.0,1334.0,Interferon lambda receptor 1,IFNLR1,0.5287903694971383,0.44594008121219936,0.3185459422658843,0.8414931214765736
Q8IUK5,0.9371343564655984,0.7146753456370931,0.5046607996893254,0.7526297864986763,0.8394236491115511,0.7678130274589479,0.38583612906896,0.4278016457640526,0.4806889782073406,0.8111332971834047,0.8922046738284916,0.8266525391128116,10454.0,313474.0,41503.0,2079.0,Plexin domain-containing protein 1,PLXDC1,0.8483123347428405,0.7931086779154953,0.43042239942492333,0.851840694282797
Q8IUN9,0.1416641997652008,0.8475335207999795,0.289350826726129,0.1598227409596614,0.9286954507937806,0.4121022522281284,0.7112302420865418,0.8205047831968614,0.7488653804525234,0.5849338672432622,0.7499860191796011,0.6399439847732964,10454.0,312918.0,42169.0,579.0,C-type lectin domain family 10 member A,CLEC10A,0.4023858489492398,0.707155557548228,0.7678132433061826,0.6675847659393563
Q8IUZ5,0.734781980779447,0.3359827758159434,0.3680130168750104,0.5700540776547329,0.369076512280485,0.8043755488384121,0.5788503295008532,0.719864087418292,0.3605529371589974,0.5747424550249145,0.3621223301190762,0.3739313714434688,10454.0,318083.0,35941.0,2044.0,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL,0.489627147927431,0.6215263654215024,0.5639563194293471,0.4329572955449313
Q8IV16,0.4312730784868041,0.7009550741660939,0.3609692306059768,0.4314963825460746,0.4862875469158683,0.512169636399305,0.904268932364482,0.96762575021938,0.526553466108942,0.7366541040564349,0.815520720343556,0.5803275936699699,10454.0,317541.0,36611.0,1207.0,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,GPIHBP1,0.5047695733121604,0.4763348480515692,0.9283723279109266,0.7335623617954813
Q8IV38,0.156506000388397,0.8592135801198604,0.256048385937537,0.158105917028265,0.9240905642410716,0.5470419020327758,0.3316049342912773,0.5664388079970643,0.9369903427006984,0.14527373176309,0.2492876513675049,0.4045801616244193,10454.0,318326.0,35692.0,125.0,Ankyrin repeat and MYND domain-containing protein 2,ANKMY2,0.42518379095521486,0.7159023866707311,0.8164526612182885,0.23245472611899737
Q8IVF2,0.0252239929586033,0.5302359964117118,0.0058303020763912,0.0190973911665809,0.6216076184902771,0.0029673142274939,0.0074032752851394,0.1017231322156271,0.0188504056610657,0.2374921655283202,0.6005459172980829,0.2046113595983487,10454.0,318239.0,35805.0,77.0,Protein AHNAK2,AHNAK2,0.014224657584938571,0.007729772987135897,0.015175913749276404,0.30629184091614114
Q8IVG5,0.2416184134994105,0.1130847837189715,0.1471068519656291,0.1631165077917775,0.0769076953360826,0.0679978529306323,0.3156744660838398,0.6580721790791647,0.283369268206115,0.1736090579398734,0.8112950695418397,0.6716491231447388,10454.0,312713.0,42415.0,2340.0,Sterile alpha motif domain-containing protein 9-like,SAMD9L,0.15291307354130979,0.08902569249455039,0.40513271258343075,0.5458199567168524
Q8IVM0,0.0770700603525248,0.368705066579598,0.9460472594768112,0.1178542921391833,0.3966767749199533,0.9460388407279554,0.5291352245490214,0.5662048751982816,0.054790833441024,0.7226469842767014,0.3758074288432707,0.0516080947347842,10454.0,317463.0,36701.0,377.0,Coiled-coil domain-containing protein 50,CCDC50,0.6351711303637747,0.7462120438356967,0.16019110460062336,0.1545933861186612
Q8IW75,0.1270773762871139,0.0978549233609793,0.10165068250357,0.6809187766549998,0.4658203476548961,0.490295077137753,0.4198713621576543,0.3132556791653185,0.445928680265189,0.2552203781430286,0.3841448151112353,0.202229088056862,10454.0,313664.0,41315.0,2398.0,Serpin A12,SERPINA12,0.10748169750220549,0.5526081112137176,0.38874372439913485,0.2664464015471046
Q8IWL1,0.6733266982157231,0.6559363355595648,0.959623689260045,0.7741850362677987,0.4463995873830106,0.9526034236893413,0.6738375798589828,0.0527610637779456,0.1128051764048476,0.709363651188038,0.0634365130328152,0.1203971658103157,10454.0,313474.0,41503.0,2429.0,Pulmonary surfactant-associated protein A2,SFTPA2,0.8973719526776973,0.8811940567125633,0.11325882448101948,0.1340903099478925
Q8IWL2,0.725093846505964,0.8060332521338067,0.6428726844386353,0.8377972579232182,0.7452368238942637,0.3753252950538046,0.4868027483355037,0.2981046978359872,0.2111974700156645,0.800261708067173,0.8190435288203741,0.341696381644813,10454.0,313474.0,41503.0,2428.0,Pulmonary surfactant-associated protein A1,SFTPA1,0.7372580109585417,0.7113207816539154,0.30872663928740196,0.7148582699972815
Q8IWQ3,0.6406685523513485,0.8639602989164779,0.2196276735983275,0.865271902919459,0.4568571744675314,0.6503755725737124,0.1452749490568155,0.4143174175530753,0.0767863275691532,0.0963881851810846,0.1361814828606427,0.6485436073488102,10454.0,317463.0,36701.0,287.0,Serine/threonine-protein kinase BRSK2,BRSK2,0.6439180908298503,0.7269653870208694,0.1399610874221966,0.17515948414683924
Q8IWT1,0.9907526208671976,0.3950718930828549,0.3774308821349712,0.8663603366174354,0.3934414371194862,0.3825947302930511,0.5224778801370589,0.7699409523100049,0.1780823896168921,0.5843467039736785,0.6452479732660941,0.1909343183283333,10454.0,318239.0,35805.0,2367.0,Sodium channel subunit beta-4,SCN4B,0.9717086849798403,0.6480795675148272,0.4586058680043953,0.4270353167649271
Q8IWV2,0.1171032336650164,0.1845914681889582,0.3751989967888318,0.1034172796109074,0.9188908682518846,0.2100897814845983,0.6890764265191196,0.7098249957096138,0.5131528532269757,0.4760005498949827,0.9817553119355592,0.9217200170315702,10454.0,312640.0,42502.0,622.0,Contactin-4,CNTN4,0.18604505549305378,0.45591855485669713,0.6468621323777429,0.9555348914309785
Q8IWZ8,0.7448904465857482,0.7265475023616856,0.8440291842537238,0.8056588315207803,0.892163431055218,0.5592073884563202,0.4986593526857895,0.4476118467939204,0.8136695851083502,0.941569680770338,0.9303685500287608,0.7425441487080837,10454.0,317541.0,36611.0,2595.0,SURP and G-patch domain-containing protein 1,SUGP1,0.783377635541713,0.811363408316948,0.6335629181246324,0.9140486754529117
Q8IX05,0.146692981665277,0.2728950063103698,0.086288470485621,0.1766904866835591,0.4561548828846298,0.0926945561500963,0.8814558493538741,0.6496832090027675,0.7224876581192003,0.979618347159706,0.780296261988966,0.8570534922122679,10454.0,312825.0,42280.0,440.0,CD302 antigen,CD302,0.13805544564552347,0.1695937975081111,0.7916263405790345,0.949846296584637
Q8IX19,0.2734868412486781,0.4088597425717094,0.269862763574303,0.4713712081408115,0.4520478507583609,0.3460176951676451,0.6032443010322945,0.6129233595289861,0.8176424546901276,0.9597847268109484,0.4894876688009797,0.9098017740575516,10454.0,318326.0,35692.0,1688.0,Mast cell-expressed membrane protein 1,MCEMP1,0.30997544288179146,0.4202890804650564,0.705301176721673,0.9172163540568355
Q8IXJ6,0.4985539158661832,0.0043955304478502,0.2724762321340852,0.4983559183468647,0.1044252255887197,0.3833891551981631,0.0204228212647568,0.7874592181070594,0.4424951075989417,0.055240020405771,0.56364272596639,0.9788297128589304,10454.0,312825.0,42280.0,2458.0,NAD-dependent protein deacetylase sirtuin-2,SIRT2,0.013023165908818413,0.23356856126131403,0.06503215612310376,0.9027493241703057
Q8IXS6,0.6234303012459009,0.179507701303825,0.7863365060598778,0.2759589695863727,0.5545159018256876,0.5865456458898812,0.5463122617382147,0.0486603574584623,0.6130875651433951,0.4811746993988027,0.2115688232731592,0.4568251376143479,10454.0,317485.0,36674.0,1969.0,Paralemmin-2,PALM2,0.5091543177761683,0.4581070513891714,0.1481612552488406,0.3548155364358919
Q8IY33,0.2023735065364506,0.7702301713424092,0.0519196657543904,0.2398273186799212,0.7353513831933549,0.2493490590194238,0.8372219358038762,0.3846863246306444,0.5777017147152048,0.5542450889497172,0.8567451089058971,0.8929160393836839,10454.0,318237.0,35776.0,1720.0,MICAL-like protein 2,MICALL2,0.14155261875366693,0.3827228335612245,0.6602272717701653,0.830788394462256
Q8IYS5,0.1950140998780804,0.1872195941843077,0.4835327127735114,0.1929982402252195,0.2878830888059903,0.6015779011723461,0.8579847045496786,0.924277657881819,0.7359352226746123,0.9904208167209704,0.951518319937451,0.8063499994790301,10454.0,312609.0,42549.0,1947.0,Osteoclast-associated immunoglobulin-like receptor,OSCAR,0.25138718959109824,0.3204414983343576,0.8732263891836551,0.9768460095175895
Q8N0Z9,0.6114647758556571,0.3724834448663631,0.7878047751011589,0.841804697630862,0.8631301835763961,0.5563359430576569,0.0866974258555692,0.9087721026440906,0.9282577221224788,0.1105839489774788,0.7115406868943944,0.7483016851227554,10454.0,317550.0,36596.0,2865.0,V-set and immunoglobulin domain-containing protein 10,VSIG10,0.6222804871235748,0.8026775398738444,0.8016441356570156,0.3986492781421555
Q8N114,0.9648504335504862,0.1466662845140044,0.1594340304969995,0.590836509069048,0.4720162163562408,0.2179271767275615,0.3951125688150303,0.2416501221087115,0.3116761365956837,0.8316579179907704,0.6057859416846147,0.5994304053118706,10454.0,317421.0,36764.0,2442.0,Protein shisa-5,SHISA5,0.832846793834206,0.3957052831747925,0.307904422626831,0.7134308067076226
Q8N129,0.9051569293932976,0.8228479537168389,0.0313583337754744,0.4417799420587396,0.6927240278801322,0.6265196457673434,0.990086204045399,0.0674045450530545,0.1582691683623544,0.4892674147614807,0.2219521710447596,0.0927692631872054,10454.0,312825.0,42280.0,616.0,Protein canopy homolog 4,CNPY4,0.16513845212363348,0.5953981738772215,0.9628719477286787,0.18519292753456618
Q8N149,0.8096527863435522,0.7128321492857779,0.0616647918880297,0.9562693463340556,0.6492066994405772,0.0899643820198697,0.9653439718523198,0.6881734131458583,0.5419831463001978,0.7683305187386,0.9535915664646748,0.7502936906892121,10454.0,312640.0,42502.0,1587.0,Leukocyte immunoglobulin-like receptor subfamily A member 2,LILRA2,0.25876545466924417,0.8059564835261779,0.9068077659018303,0.8968831444532548
Q8N1Q1,0.3582999772132735,0.0630456537289696,0.0123529237749548,0.8220588914020803,0.6998603383329436,0.9884857106387868,0.0021699053909797,0.0053484229981989,0.0060439467123451,0.8689979895374202,0.7757164044355287,0.6830578732973841,10454.0,312990.0,42097.0,325.0,Carbonic anhydrase 13,CA13,0.030498505326195413,0.9682293434531876,0.0036888246440670014,0.7994960180833026
Q8N386,0.4995550049076661,0.8208703978824825,0.5106016153415399,0.8498211819270067,0.96966389980381,0.2874233504427915,0.9609266730993375,0.5443173555595724,0.0622199366395499,0.913865664293808,0.5689745461657053,0.5658604677964167,10454.0,312825.0,42280.0,1617.0,Leucine-rich repeat-containing protein 25,LRRC25,0.6573784499652783,0.9196568131274938,0.760020647204598,0.7964936365529002
Q8N423,0.4920824952061814,0.2648287860508464,0.9431688741050396,0.3117372972108693,0.2069613060447253,0.6150962443649028,0.5337416061364006,0.2540443279379439,0.4530840657874216,0.8769697476589683,0.7610654561526399,0.6860822108489546,10454.0,312386.0,42797.0,1593.0,Leukocyte immunoglobulin-like receptor subfamily B member 2,LILRB2,0.8162235283958108,0.3433520996100146,0.39596562988908873,0.8022427142891997
Q8N436,0.6114430971938681,0.7030673663110212,0.4758760393004988,0.8645873202106169,0.8007079912226509,0.5739625646632363,0.1654248446113343,0.5419781860290362,0.6534757673967939,0.1964837299663891,0.5902792136043341,0.6984966488733704,10454.0,317414.0,36766.0,666.0,Inactive carboxypeptidase-like protein X2,CPXM2,0.605328394367235,0.7883556578563856,0.38890331527096084,0.4580138385262275
Q8N474,0.6570192153257499,0.5754849883657265,0.6953409957203638,0.5749070271472734,0.973968220119916,0.8790663490870445,0.6523360139040946,0.8909397008560876,0.6108379917486724,0.4261689240646023,0.5931482758971026,0.4576310799478725,10454.0,313029.0,42033.0,2426.0,Secreted frizzled-related protein 1,SFRP1,0.646199271267875,0.9369396022446266,0.7825180565779544,0.49270007233050256
Q8N4C8,0.8041227999845851,0.6084348576881122,0.1558248498076975,0.9246487525496422,0.8621580186581129,0.2114811567997839,0.1903000087030489,0.0317118163869751,0.1177755671032334,0.6038831213107342,0.6067042570324175,0.2440074914851472,10454.0,317485.0,36674.0,1725.0,Misshapen-like kinase 1,MINK1,0.4885603177480634,0.8288546745693884,0.06695620128429508,0.46286886531393157
Q8N4F0,0.4234943812046779,0.2653666723005957,0.616626928350289,0.4135305014824773,0.2107462785162485,0.2739114065474585,0.0538670367860902,0.1898022231200499,0.6179223395341864,0.0596724413841006,0.2045620586960721,0.6069484215669972,10454.0,317480.0,36695.0,279.0,BPI fold-containing family B member 2,BPIFB2,0.4201071399584847,0.28383587092288076,0.1299147706959622,0.14228888459994837
Q8N556,0.6363935540207031,0.2821650378054971,0.8081601640439646,0.6462632858369206,0.1719176603014529,0.504333399643195,0.1386183364863008,0.751074653710239,0.0271139668901252,0.669900304058042,0.8451519379050852,0.1168246123361349,10454.0,318083.0,35941.0,64.0,Actin filament-associated protein 1,AFAP1,0.611328693938402,0.3826071274856936,0.07298514319275728,0.48733780029530677
Q8N5S9,0.2437973877382443,0.0807572792807984,0.1384383731325354,0.075824507762342,0.0775786225471291,0.3254835499077103,0.1133711738007068,0.0211295701633484,0.1843498951431134,0.1172195547542783,0.0270171219289867,0.500519751956356,10454.0,313474.0,41503.0,349.0,Calcium/calmodulin-dependent protein kinase kinase 1,CAMKK1,0.12808172037581322,0.10513147142776968,0.04918668265010839,0.06562982589531124
Q8N608,0.7128502617291621,0.0753509621528336,0.0528703586489022,0.7529567358142125,0.1277758217291568,0.0566083157057278,0.998106673188947,0.3466199324801979,0.0501215022144439,0.9847181930646134,0.4122007428928991,0.0552874507252284,10454.0,312713.0,42415.0,848.0,Inactive dipeptidyl peptidase 10,DPP10,0.0991250424139325,0.13053479931176076,0.994080431626187,0.9364695559064957
Q8N668,0.7056499202475296,0.758210991020214,0.7163187356383093,0.3883548071631052,0.7850753214086156,0.7211781217948602,0.1103273901900258,0.315957935651067,0.4103564138722907,0.1494228444870993,0.3020908946018001,0.3690404903787123,10454.0,318239.0,35805.0,641.0,COMM domain-containing protein 1,COMMD1,0.7282065954438224,0.6654234603725496,0.21642032114039245,0.2435396258156805
Q8N6C8,0.6846477743862924,0.406131671775185,0.6810649058604441,0.8651010999529997,0.88260138262148,0.9956319698003542,0.3397928432039651,0.0113390371763232,0.0671139217517299,0.8392625208385834,0.0702542989289994,0.2442172825515534,10454.0,317421.0,36764.0,1588.0,Leukocyte immunoglobulin-like receptor subfamily A member 3,LILRA3,0.6015431493936952,0.9877117186141438,0.028613800116007615,0.21749797701776769
Q8N6P7,0.229842834721881,0.847296791248396,0.1560630319583749,0.1789524352600781,0.8450919515831891,0.1737962159451482,0.5840540829686495,0.4046077674955285,0.9697534292080036,0.8526138183722662,0.8709543104647525,0.5323501613779269,10454.0,313327.0,41712.0,1399.0,Interleukin-22 receptor subunit alpha-1,IL22RA1,0.3893642081945802,0.36601349328097743,0.9110408053983434,0.8106925480491673
Q8N6Q3,0.8247953276825186,0.2358306250023312,0.1472147708676254,0.8350433615386277,0.2037407281793692,0.1124732576113329,0.7530151503505056,0.6760676122023175,0.1075735410339291,0.4623510976942844,0.8066739706875516,0.2132220209791663,10454.0,312688.0,42440.0,419.0,CD177 antigen,CD177,0.3550115918733704,0.2917665712657653,0.37806511253549663,0.506095627156695
Q8N8E3,0.4033449809726027,0.7894712620692266,0.5792299999736812,0.3605353372372768,0.7272816173858947,0.6212133150798871,0.7762906949967354,0.8611645486072694,0.7784289787180387,0.7947762837259966,0.8926935066408845,0.747465605929994,10454.0,318445.0,35567.0,524.0,Centrosomal protein of 112 kDa,CEP112,0.6234553014476875,0.5827924254419999,0.8135706050482379,0.8325636939911356
Q8N8R5,0.6356553263035287,0.3557251276961081,0.1902938005182096,0.522915781502411,0.5367379037447402,0.2936005155889511,0.4615872084970426,0.3952203692775425,0.3747577124599969,0.4269038786979047,0.84953487298541,0.8894013617478936,10454.0,318237.0,35776.0,313.0,UPF0565 protein C2orf69,C2orf69,0.35227949529471214,0.44026713242065896,0.40937465440174275,0.8122791595246304
Q8N8S7,0.0808664914790685,0.2999894484297072,0.9041509225628512,0.0648079980867193,0.3688980271814536,0.8545196598600271,0.5352192019663577,0.6737440722044409,0.313789392780363,0.5601396828663215,0.9447990064193884,0.3213928409649855,10454.0,313327.0,41712.0,922.0,Protein enabled homolog,ENAH,0.36471217177150006,0.23742568251385016,0.5059569526873916,0.8353019965888263
Q8N8U9,0.2797893596032117,0.1800621050877065,0.3451104234005732,0.3251590797275555,0.317737169525236,0.383994840272432,0.3193278555157074,0.321318068808123,0.7509218487703122,0.278974442630981,0.2697776092895538,0.7778192623375949,10454.0,318083.0,35941.0,271.0,BMP-binding endothelial regulator protein,BMPER,0.2536224227039864,0.3409002845722583,0.4724184752595636,0.4450080821514691
Q8N967,0.5834218635990593,0.3904398144438107,0.7926809109650756,0.6849408869068757,0.150924112309929,0.602118843760424,0.8150737164345552,0.8675708939222667,0.7667535356902571,0.8335834756059853,0.6128507629771214,0.5763826489924694,10454.0,317463.0,36701.0,1624.0,Leucine-rich repeat and transmembrane domain-containing protein 2,LRTM2,0.6230937863411761,0.401447556817996,0.82506105830358,0.7115186149141326
Q8N9I9,0.9989734686471196,0.3873257501456453,0.1095998514344373,0.8841210579137133,0.4892792103111448,0.0605545144580083,0.3035217838590555,0.1530415046295247,0.4235999975979734,0.6052945450296219,0.4776223925374836,0.9599675450353384,10454.0,312825.0,42280.0,864.0,Probable E3 ubiquitin-protein ligase DTX3,DTX3,0.9968888062416918,0.27256295184637036,0.25695911940461946,0.888137992685964
Q8NBI3,0.4471440351517628,0.2854825414639131,0.1800358487097151,0.6267246012508592,0.9999200359516628,0.2833926527565735,0.4431171795359145,0.5031219660033205,0.8377578221856916,0.1854083784325181,0.5715235476597416,0.9861437264714208,10454.0,312918.0,42169.0,854.0,Draxin,DRAXIN,0.27626973246172015,0.9997600844562634,0.6574582914883372,0.9562078347979457
Q8NBJ7,0.517433434270193,0.7695128734870385,0.0524550136619241,0.4929608774722068,0.8744227211768895,0.0622772294436122,0.795912770637103,0.5825139536769122,0.8005571483316885,0.5732239427004419,0.6484041800895024,0.6733861810154731,10454.0,312346.0,42852.0,2600.0,Inactive C-alpha-formylglycine-generating enzyme 2,SUMF2,0.17698826654807487,0.26874050780760855,0.7492828409869354,0.634003406009794
Q8NBP7,0.5684576003537029,0.7567165087462377,0.3629022574920546,0.6064409811803994,0.8010378809425316,0.36511716470826,0.4755266156594123,0.7075648570637301,0.8228036338126257,0.4853377847416422,0.7260583961111162,0.7778968826014352,10454.0,312214.0,42997.0,1993.0,Proprotein convertase subtilisin/kexin type 9,PCSK9,0.5831589801535826,0.6285685858820885,0.7077540724983065,0.6876375708629876
Q8NBS9,0.2919991178670591,0.0958791446431573,0.5310395984227714,0.1381271429991702,0.3008862544565131,0.7986505393658964,0.7711148750203591,0.1754769769697341,0.0378722711942405,0.459270140044449,0.6167815124017759,0.5329235676815733,10454.0,312346.0,42852.0,2808.0,Thioredoxin domain-containing protein 5,TXNDC5,0.20923872613189004,0.3510535782511097,0.10404103561226202,0.5379548818768737
Q8NBZ7,0.1903532664392347,0.8813721252032282,0.3232514364595269,0.3399348921868417,0.304578394930037,0.1759264142563557,0.3206861362829403,0.0194490491478846,0.5487650125328751,0.4344667401362931,0.0449491039405617,0.8461983700349687,10454.0,313474.0,41503.0,2839.0,UDP-glucuronic acid decarboxylase 1,UXS1,0.5494188714777729,0.25671320166346207,0.05617232318946691,0.16299808089423412
Q8NC01,0.1500302633936084,0.9219914312513507,0.6534875166398659,0.3696513952118352,0.8359174188631837,0.5783399275006218,0.3981081496825019,0.2359398543913189,0.6327136460267931,0.3876725585346372,0.2538047251374817,0.6615040564019452,10454.0,313327.0,41731.0,583.0,C-type lectin domain family 1 member A,CLEC1A,0.7248429553402331,0.654480292491451,0.39939246946696794,0.41816261402569155
Q8NC42,0.1643448320095616,0.0325441493945875,0.3922608208486629,0.4988759796067593,0.0324490463104567,0.6218624172968553,0.3342174878093431,0.5536962453670127,0.9536713518659248,0.916077557656251,0.2701365119477674,0.6962958337928244,10454.0,318239.0,35805.0,2298.0,E3 ubiquitin-protein ligase RNF149,RNF149,0.07886019211089162,0.098568255403919,0.8608309713684914,0.7758973469947571
Q8NCC3,0.7894897965856811,0.2362624237832623,0.6706310304961409,0.7608766523407839,0.2338361142213148,0.5171021333132653,0.4090694761884945,0.6316758375727627,0.1867614177026494,0.705901267090101,0.7229000446276022,0.575137727336577,10454.0,312549.0,42625.0,2061.0,Phospholipase A2 group XV,PLA2G15,0.581836267220466,0.5018541524499314,0.36462179873307776,0.6750098123674387
Q8ND71,0.5246612833785937,0.005608782685293,0.5132535311858241,0.2576085609230174,0.9417083788094158,0.2031327948477774,0.8471645509296422,0.2578063734032398,0.1545078733283879,0.9642778099392576,0.5536543080234622,0.7178478109527302,10454.0,318548.0,35421.0,1162.0,GTPase IMAP family member 8,GIMAP8,0.016847789907562305,0.7551093998346887,0.40453342818374843,0.9059784362075489
Q8ND90,0.0358171710769147,0.2066992333461369,0.0012744169364371,0.0141310767033188,0.5350771658216679,0.00690224408176,0.7723498626708184,0.8365361492687454,0.5760393176519499,0.0913775262051501,0.1933470006769482,0.2887583611994052,10454.0,318239.0,35805.0,2092.0,Paraneoplastic antigen Ma1,PNMA1,0.0036735701027957313,0.013929702824045043,0.7586602076929578,0.1563618410419112
Q8NDA2,0.0680197039737711,0.6356983142694861,0.1594728255266243,0.126626200582986,0.881450734872895,0.194337069256768,0.4471505767168332,0.3050327067917195,0.9420342090232344,0.2646967756247037,0.8094492376980708,0.918590548995996,10454.0,318135.0,35876.0,1277.0,Hemicentin-2,HMCN2,0.14800460676735455,0.37440719169298886,0.8147825592663103,0.8087971145568726
Q8NDB2,0.7828066391106573,0.6200795233606655,0.8247085152859924,0.4767487943384841,0.6273691738856808,0.5522437293340599,0.381971123330076,0.2133226785759126,0.8203558932176629,0.9820424199850926,0.419456716104906,0.5838656585630206,10454.0,312713.0,42415.0,237.0,B-cell scaffold protein with ankyrin repeats,BANK1,0.7629912710541524,0.5541572610691619,0.4924780350991692,0.9466103862380428
Q8NDI1,0.5761905590063761,0.8797092437129291,0.2476684538794296,0.7388139549980993,0.8342948748509218,0.4784164005511911,0.4073153347613367,0.6630154479173946,0.4863033229673255,0.5070419549873381,0.9456384334119776,0.6955431830953666,10454.0,317414.0,36766.0,904.0,EH domain-binding protein 1,EHBP1,0.6679540906787714,0.7278080739136135,0.5232381709433962,0.8628408566381294
Q8NEB7,0.6906411347568591,0.0322799759208816,0.8722334573157662,0.738669933739446,0.0464315023095757,0.9456061102360586,0.4056327731119992,0.0418624050425346,0.2533664799844397,0.4293066602716416,0.0422730896795089,0.3890269798328909,10454.0,317550.0,36596.0,21.0,Acrosin-binding protein,ACRBP,0.13245518402295703,0.4914415528363393,0.10409384409134298,0.11322947714566645
Q8NEU8,0.8156777344524084,0.9843752307908248,0.2563880393344473,0.4891037105605221,0.7932960841639725,0.5289759932856715,0.0077078769714837,0.0448671278918522,0.4590706456086326,0.5124298289279001,0.8042507476170622,0.566723968138225,10454.0,318083.0,35941.0,160.0,DCC-interacting protein 13-beta,APPL2,0.9546721161728102,0.6367247296679429,0.019678228837620215,0.6614880733130516
Q8NFL0,0.4292048538353918,0.7968345716618351,0.2212868022276223,0.4879216993186964,0.9084084945392724,0.1524108253600364,0.1275945488251414,0.6373075246162023,0.2353732784639358,0.3292951683785242,0.9306371415775244,0.7217338731607907,10454.0,318239.0,35805.0,227.0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",B3GNT7,0.49182591974716133,0.6402445156104223,0.2502253893157457,0.8209411784803815
Q8NFP4,0.6245936490295976,0.8765422544710152,0.3608309078706384,0.4211235721896255,0.893269491358197,0.7218516138759143,0.4736232449790195,0.0886166087339422,0.600157963866015,0.3327768033347626,0.2345522538989049,0.2338171019542872,10454.0,312918.0,42169.0,1691.0,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,MDGA1,0.7143251972614313,0.7723486874407209,0.23696748972236498,0.2615965585049165
Q8NFT8,0.0437857517083909,0.0213161748766931,0.2933752955246189,0.0311900901058912,0.0479758959362275,0.2864585768058332,0.5289935613287924,0.3822552220979158,0.3024243042415804,0.3200294045793161,0.0692884104038218,0.1012911115458634,10454.0,312727.0,42413.0,835.0,Delta and Notch-like epidermal growth factor-related receptor,DNER,0.04147622405118384,0.05388828069738294,0.396497543946018,0.11174779141756702
Q8NG06,0.7076407368817678,0.279801507704954,0.2723235279543171,0.9769571016646644,0.199253463583855,0.2090231281855429,0.648964233602828,0.2731216552297327,0.7181917247767582,0.9067901049221856,0.2628711268874484,0.8264666610874398,10454.0,317550.0,36596.0,2786.0,E3 ubiquitin-protein ligase TRIM58,TRIM58,0.40400697322228063,0.9160431992134247,0.5483104054902516,0.7968148430421292
Q8NHJ6,0.0297780889768458,0.0159678549322936,0.0591016837281084,0.2296883195026269,0.0272937809585183,0.0636670895040097,0.4695581266299624,0.3174153819860396,0.4466871071645601,0.7019841034989436,0.274600949073485,0.40276607717401,10454.0,313327.0,41712.0,1594.0,Leukocyte immunoglobulin-like receptor subfamily B member 4,LILRB4,0.026538305114163996,0.05343395503433651,0.4061500880476031,0.45411455017950847
Q8NHL6,0.7093784579837444,0.5722664824069024,0.0913740829253183,0.7191629046430766,0.5101643006544198,0.1402351820369508,0.4437898580420304,0.0702141886157151,0.0798262988486492,0.4204045006810795,0.0697333590841077,0.0792248213183108,10454.0,312214.0,42997.0,1592.0,Leukocyte immunoglobulin-like receptor subfamily B member 1,LILRB1,0.2862739795304765,0.37286832057371644,0.10751247939824393,0.10590894725173383
Q8NHP1,0.6037627521733889,0.8464120850300488,0.7233939366009009,0.7553492045031366,0.4813893562281589,0.5538558342855988,0.4444705292436175,0.6268927376758457,0.5395611977733048,0.9690429056787044,0.8266678734006009,0.7745255631164231,10454.0,318326.0,35692.0,91.0,Aflatoxin B1 aldehyde reductase member 4,AKR7L,0.7548341892249766,0.6161936715021605,0.5390488247108243,0.9281727352349686
